statement,truth_value,category,source
153 × 84 = 12852,verdadero,matematicas,variaciones_matematicas
El asteroide (2024 AV3) tiene un diámetro aproximado de 0.04 km,verdadero,astronomia,nasa
La densidad del oro no es 19.32 g/cm³,falso,ciencia,variaciones_cientificas
El punto de ebullición del xileno no es 138.4°C,falso,ciencia,variaciones_cientificas
√21025 = 145,verdadero,matematicas,variaciones_matematicas
√4761 = 71,falso,matematicas,variaciones_matematicas
14 - 47 = -33,verdadero,matematicas,generador_masivo
√21316 = 146,verdadero,matematicas,variaciones_matematicas
9 × 22 = 198,verdadero,matematicas,generador_masivo
(69 + 78) × 50 = 7350,verdadero,matematicas,variaciones_matematicas
198 ÷ 42 = 4,verdadero,matematicas,variaciones_matematicas
31 - 59 = -28,verdadero,matematicas,variaciones_matematicas
La Primera Guerra Mundial duró de 1919 a 1921,falso,historia,generador_masivo
(185 + 18) × 8 = 1624,verdadero,matematicas,variaciones_matematicas
√33124 = 182,verdadero,matematicas,variaciones_matematicas
El asteroide (2024 AW) tiene un diámetro aproximado de 0.05 km,verdadero,astronomia,nasa
77 × 46 = 3542,verdadero,matematicas,variaciones_matematicas
84 × 21 = 1773,falso,matematicas,generador_masivo
√24336 = 176,falso,matematicas,variaciones_matematicas
El asteroide (2024 QT) tiene un diámetro aproximado de 0.02 km,verdadero,astronomia,nasa
101 × 16 = 1616,verdadero,matematicas,variaciones_matematicas
Nueva Delhi es la capital de India,verdadero,geografia,generador_masivo
√6400 = 91,falso,matematicas,variaciones_matematicas
141 + 52 = 193,verdadero,matematicas,variaciones_matematicas
El corazón humano late 60-100 vecno es por minuto,falso,ciencia,generador_masivo
24² = 576,verdadero,matematicas,variaciones_matematicas
94 - 8 = 87,falso,matematicas,generador_masivo
20 + 39 = 61,falso,matematicas,generador_masivo
20 × 70 = 1418,falso,matematicas,variaciones_matematicas
√26896 = 164,verdadero,matematicas,variaciones_matematicas
151 + 37 + 50 = 238,verdadero,matematicas,variaciones_matematicas
133 × 37 = 4921,verdadero,matematicas,variaciones_matematicas
173 - 11 = 168,falso,matematicas,variaciones_matematicas
2 × 62 = 124,verdadero,matematicas,variaciones_matematicas
El asteroide (2022 AO2) tiene un diámetro aproximado de 0.09 km,verdadero,astronomia,nasa
34 - 14 = 20,verdadero,matematicas,variaciones_matematicas
15 + 17 = 32,verdadero,matematicas,generador_masivo
(58 + 15) × 31 = 2263,verdadero,matematicas,variaciones_matematicas
El corazón humano late 60-100 veces por minuto,verdadero,ciencia,generador_masivo
√1600 = 47,falso,matematicas,variaciones_matematicas
El asteroide (2024 AS) tiene un diámetro aproximado de 0.05 km,verdadero,astronomia,nasa
El asteroide (2013 AK20) tiene un diámetro aproximado de 0.14 km,verdadero,astronomia,nasa
89 × 4 = 356,verdadero,matematicas,variaciones_matematicas
6 - 47 = -36,falso,matematicas,generador_masivo
29 + 28 = 57,verdadero,matematicas,generador_masivo
43 + 28 = 78,falso,matematicas,generador_masivo
97² = 9409,verdadero,matematicas,variaciones_matematicas
41 - 23 = 25,falso,matematicas,variaciones_matematicas
7 × 8 = 57,falso,matematicas,basico
47 + 36 = 83,verdadero,matematicas,variaciones_matematicas
79 - 83 = 2,falso,matematicas,variaciones_matematicas
54 × 37 = 1998,verdadero,matematicas,generador_masivo
La constante planck es 5.88e-34,falso,ciencia,generador_masivo
73 - 47 = 28,falso,matematicas,variaciones_matematicas
100 × 78 = 7800,verdadero,matematicas,variaciones_matematicas
72 - 36 = 46,falso,matematicas,generador_masivo
√6241 = 95,falso,matematicas,variaciones_matematicas
140² = 19606,falso,matematicas,variaciones_matematicas
42 × 28 = 1181,falso,matematicas,generador_masivo
(105 + 44) × 29 = 4322,falso,matematicas,variaciones_matematicas
54 ÷ 23 = 7,falso,matematicas,generador_masivo
131 - 83 = 67,falso,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
(36 + 27) × 8 = 524,falso,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
(200 + 93) × 27 = 7921,falso,matematicas,variaciones_matematicas
23 + 2 = 25,verdadero,matematicas,generador_masivo
19 + 20 = 39,verdadero,matematicas,generador_masivo
65 + 48 = 113,verdadero,matematicas,generador_masivo
141 - 5 = 148,falso,matematicas,variaciones_matematicas
141 - 5 = 136,verdadero,matematicas,variaciones_matematicas
173 ÷ 18 = 14,falso,matematicas,variaciones_matematicas
196 - 23 = 192,falso,matematicas,variaciones_matematicas
Los humanos tienen 206 huesos,verdadero,ciencia,basico
La temperatura corporal normal no es 37°C,falso,ciencia,ciencia_adicional
187 ÷ 48 = 17,falso,matematicas,variaciones_matematicas
30 ÷ 9 = 3,verdadero,matematicas,variaciones_matematicas
138 - 62 = 76,verdadero,matematicas,variaciones_matematicas
199 + 48 = 248,falso,matematicas,variaciones_matematicas
7 ÷ 89 = 11,falso,matematicas,variaciones_matematicas
3² = 10,falso,matematicas,basico
Nueva Delhi no es la capital de India,falso,geografia,generador_masivo
147² = 21613,falso,matematicas,variaciones_matematicas
113 ÷ 18 = 6,verdadero,matematicas,variaciones_matematicas
122 + 95 = 223,falso,matematicas,variaciones_matematicas
√26569 = 163,verdadero,matematicas,variaciones_matematicas
71 - 46 = 27,falso,matematicas,generador_masivo
166 + 78 + 25 = 284,falso,matematicas,variaciones_matematicas
24 ÷ 33 = 10,falso,matematicas,generador_masivo
El asteroide (2021 LA) tiene un diámetro aproximado de 0.10 km,verdadero,astronomia,nasa
107 × 79 = 8453,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
151 - 51 = 100,verdadero,matematicas,variaciones_matematicas
"El río Mississippi tiene 6,275 km de longitud",verdadero,geografia,variaciones_geograficas
64 + 15 = 79,verdadero,matematicas,generador_masivo
163 - 61 = 102,verdadero,matematicas,variaciones_matematicas
89 × 50 = 4450,verdadero,matematicas,generador_masivo
Madrid es la capital de España,verdadero,geografia,generador_masivo
23 + 36 = 62,falso,matematicas,generador_masivo
El corazón humano late 60-100 veces por minuto,verdadero,ciencia,generador_masivo
(92 + 51) × 45 = 6443,falso,matematicas,variaciones_matematicas
44 × 79 = 3488,falso,matematicas,variaciones_matematicas
153 - 5 = 165,falso,matematicas,variaciones_matematicas
22 + 78 = 106,falso,matematicas,variaciones_matematicas
73 - 7 = 66,verdadero,matematicas,generador_masivo
(6 + 77) × 14 = 1162,verdadero,matematicas,variaciones_matematicas
El nitrogeno congelacion a -199°C,falso,ciencia,generador_masivo
27² = 736,falso,matematicas,variaciones_matematicas
198 × 34 = 6744,falso,matematicas,variaciones_matematicas
(172 + 70) × 44 = 10648,verdadero,matematicas,variaciones_matematicas
Colón descubrió América en 1523,falso,historia,generador_masivo
√121 = 11,verdadero,matematicas,variaciones_matematicas
113² = 12770,falso,matematicas,variaciones_matematicas
57 + 4 = 68,falso,matematicas,generador_masivo
Kennedy fue asesinado en 1963 en 1963,verdadero,historia,generador_masivo
196 + 64 = 276,falso,matematicas,variaciones_matematicas
Canberra es la capital de Australia,verdadero,geografia,generador_masivo
174 ÷ 17 = 10,verdadero,matematicas,variaciones_matematicas
(174 + 100) × 41 = 11234,verdadero,matematicas,variaciones_matematicas
190 + 90 + 43 = 327,falso,matematicas,variaciones_matematicas
62 + 42 = 115,falso,matematicas,variaciones_matematicas
HTTPS significa HTTP Safe,falso,tecnologia,generador_masivo
94 × 61 = 5734,verdadero,matematicas,variaciones_matematicas
188 + 45 + 45 = 278,verdadero,matematicas,variaciones_matematicas
69 + 66 = 141,falso,matematicas,variaciones_matematicas
El asteroide (2002 AO11) tiene un diámetro aproximado de 0.15 km,verdadero,astronomia,nasa
21 × 29 = 609,verdadero,matematicas,variaciones_matematicas
97 ÷ 41 = 2,verdadero,matematicas,variaciones_matematicas
(182 + 97) × 8 = 2239,falso,matematicas,variaciones_matematicas
83 - 46 = 52,falso,matematicas,variaciones_matematicas
198 ÷ 48 = 4,verdadero,matematicas,variaciones_matematicas
4 - 50 = -46,verdadero,matematicas,generador_masivo
163 - 84 = 81,falso,matematicas,variaciones_matematicas
94 ÷ 71 = 1,verdadero,matematicas,variaciones_matematicas
El asteroide (2025 AB) tiene un diámetro aproximado de 0.02 km,verdadero,astronomia,nasa
La Guerra de Vietnam duró de 1958 a 1978,falso,historia,generador_masivo
El asteroide (2023 WX) tiene un diámetro aproximado de 0.31 km,verdadero,astronomia,nasa
MongoDB no es una base de datos NoSQL,falso,tecnologia,generador_masivo
57 ÷ 40 = 1,verdadero,matematicas,generador_masivo
66 × 2 = 132,verdadero,matematicas,generador_masivo
125 + 97 + 46 = 271,falso,matematicas,variaciones_matematicas
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
37 ÷ 65 = 12,falso,matematicas,variaciones_matematicas
95 ÷ 26 = 17,falso,matematicas,variaciones_matematicas
37 × 23 = 851,verdadero,matematicas,generador_masivo
156 ÷ 49 = 6,falso,matematicas,variaciones_matematicas
El asteroide (2016 RW19) tiene un diámetro aproximado de 0.38 km,verdadero,astronomia,nasa
133² = 17697,falso,matematicas,variaciones_matematicas
√6889 = 83,verdadero,matematicas,variaciones_matematicas
88 - 37 = 51,verdadero,matematicas,generador_masivo
89 + 98 + 2 = 189,verdadero,matematicas,variaciones_matematicas
4 ÷ 58 = 0,verdadero,matematicas,variaciones_matematicas
31 - 45 = -12,falso,matematicas,generador_masivo
MongoDB no es una base de datos NoSQL,falso,tecnologia,variaciones_tecnologicas
77 + 38 + 13 = 141,falso,matematicas,variaciones_matematicas
(17 + 17) × 6 = 217,falso,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
El asteroide (2024 AA2) tiene un diámetro aproximado de 0.46 km,verdadero,astronomia,nasa
49 ÷ 92 = 20,falso,matematicas,variaciones_matematicas
8 ÷ 34 = 0,verdadero,matematicas,generador_masivo
77 + 77 + 44 = 206,falso,matematicas,variaciones_matematicas
París es la capital de Francia,verdadero,geografia,basico
71 - 46 = 25,verdadero,matematicas,generador_masivo
50 + 28 = 78,verdadero,matematicas,generador_masivo
38² = 1444,verdadero,matematicas,variaciones_matematicas
95 ÷ 21 = 18,falso,matematicas,variaciones_matematicas
42 ÷ 26 = 1,verdadero,matematicas,generador_masivo
La Primera Guerra Mundial no fue de 1914-1918,falso,historia,basico
84 + 22 = 106,verdadero,matematicas,variaciones_matematicas
37 ÷ 97 = 0,verdadero,matematicas,variaciones_matematicas
46 + 7 = 53,verdadero,matematicas,variaciones_matematicas
10² = 106,falso,matematicas,variaciones_matematicas
66 × 2 = 132,verdadero,matematicas,generador_masivo
4 ÷ 40 = 6,falso,matematicas,generador_masivo
El corazón humano late 60-100 vecno es por minuto,falso,ciencia,generador_masivo
√9801 = 109,falso,matematicas,variaciones_matematicas
13 × 42 = 564,falso,matematicas,variaciones_matematicas
121 ÷ 81 = 10,falso,matematicas,variaciones_matematicas
√38025 = 200,falso,matematicas,variaciones_matematicas
84 - 7 = 80,falso,matematicas,generador_masivo
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
El punto de ebullición del naftaleno no es 218°C,falso,ciencia,variaciones_cientificas
142 × 19 = 2699,falso,matematicas,variaciones_matematicas
94 - 47 = 53,falso,matematicas,generador_masivo
59 - 38 = 21,verdadero,matematicas,generador_masivo
El asteroide (2013 NT11) tiene un diámetro aproximado de 0.75 km,verdadero,astronomia,nasa
107 + 61 = 168,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
23 - 4 = 31,falso,matematicas,variaciones_matematicas
26 × 42 = 1106,falso,matematicas,variaciones_matematicas
41 - 36 = 6,falso,matematicas,generador_masivo
30 - 63 = -33,verdadero,matematicas,variaciones_matematicas
Nueva York es una ciudad de Argentina,falso,geografia,generador_masivo
176 + 90 + 15 = 281,verdadero,matematicas,variaciones_matematicas
El corazón humano late 60-100 veces por minuto,verdadero,ciencia,generador_masivo
"Australia tiene una población de 25,499,884 habitantes",verdadero,geografia,generador_masivo
8 + 47 = 55,verdadero,matematicas,generador_masivo
31 - 59 = -24,falso,matematicas,variaciones_matematicas
179² = 32041,verdadero,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
149 × 13 = 1937,verdadero,matematicas,variaciones_matematicas
10 × 32 = 330,falso,matematicas,generador_masivo
El corazón humano late 60-100 vecno es por minuto,falso,ciencia,generador_masivo
157 + 43 = 200,verdadero,matematicas,variaciones_matematicas
El agua se congela a 0°C,falso,ciencia,basico
√21025 = 152,falso,matematicas,variaciones_matematicas
FTP significa File Transport Protocol,falso,tecnologia,generador_masivo
El asteroide (2005 YQ96) tiene un diámetro aproximado de 0.45 km,verdadero,astronomia,nasa
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
40 - 8 = 36,falso,matematicas,generador_masivo
100 - 34 = 76,falso,matematicas,generador_masivo
√8649 = 113,falso,matematicas,variaciones_matematicas
(58 + 9) × 7 = 469,verdadero,matematicas,variaciones_matematicas
53 ÷ 30 = 6,falso,matematicas,generador_masivo
137² = 18769,verdadero,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
92 × 32 = 2944,verdadero,matematicas,generador_masivo
√28900 = 170,verdadero,matematicas,variaciones_matematicas
142² = 20169,falso,matematicas,variaciones_matematicas
38 + 87 + 31 = 172,falso,matematicas,variaciones_matematicas
120 ÷ 53 = 2,verdadero,matematicas,variaciones_matematicas
√900 = 44,falso,matematicas,variaciones_matematicas
43 + 20 = 73,falso,matematicas,generador_masivo
27 + 26 = 63,falso,matematicas,generador_masivo
120 - 48 = 72,verdadero,matematicas,variaciones_matematicas
99 - 15 = 92,falso,matematicas,generador_masivo
111² = 12336,falso,matematicas,variaciones_matematicas
"El Monte Makalu no tiene 8,485 metros de altura",falso,geografia,variaciones_geograficas
71 - 41 = 34,falso,matematicas,generador_masivo
JavaScript no es un lenguaje de programación,falso,tecnologia,generador_masivo
91 + 51 + 49 = 191,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
90 + 8 + 25 = 137,falso,matematicas,variaciones_matematicas
73 + 23 = 96,verdadero,matematicas,generador_masivo
54 ÷ 23 = 2,verdadero,matematicas,generador_masivo
El oxigeno congelacion a -218°C,verdadero,ciencia,generador_masivo
51 + 29 + 1 = 95,falso,matematicas,variaciones_matematicas
115² = 13225,verdadero,matematicas,variaciones_matematicas
19 ÷ 65 = 19,falso,matematicas,variaciones_matematicas
72 ÷ 11 = 12,falso,matematicas,generador_masivo
23 + 75 + 16 = 114,verdadero,matematicas,variaciones_matematicas
(193 + 7) × 22 = 4400,verdadero,matematicas,variaciones_matematicas
18 + 40 = 65,falso,matematicas,generador_masivo
195 × 37 = 7233,falso,matematicas,variaciones_matematicas
2 × 62 = 136,falso,matematicas,variaciones_matematicas
148 + 64 + 9 = 238,falso,matematicas,variaciones_matematicas
38 × 7 = 266,verdadero,matematicas,generador_masivo
El asteroide (2023 KF5) tiene un diámetro aproximado de 0.03 km,verdadero,astronomia,nasa
26 × 42 = 1092,verdadero,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
(48 + 35) × 26 = 2158,verdadero,matematicas,variaciones_matematicas
(15 + 52) × 33 = 2225,falso,matematicas,variaciones_matematicas
67 + 55 = 128,falso,matematicas,variaciones_matematicas
24 × 33 = 805,falso,matematicas,variaciones_matematicas
81 + 6 + 5 = 103,falso,matematicas,variaciones_matematicas
HTTPS es HTTP con cifrado SSL/TLS,verdadero,tecnologia,tecnologia_adicional
4 ÷ 58 = 3,falso,matematicas,variaciones_matematicas
18 + 8 = 26,verdadero,matematicas,generador_masivo
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
122 ÷ 32 = 3,verdadero,matematicas,variaciones_matematicas
35 × 84 = 2940,verdadero,matematicas,variaciones_matematicas
42 - 18 = 33,falso,matematicas,generador_masivo
115 ÷ 46 = 15,falso,matematicas,variaciones_matematicas
φ (número áureo) no es aproximadamente 1.61803,falso,matematicas,matematicas_adicional
√4761 = 69,verdadero,matematicas,variaciones_matematicas
94 × 34 = 3196,verdadero,matematicas,generador_masivo
(107 + 35) × 6 = 870,falso,matematicas,variaciones_matematicas
12 ÷ 47 = 0,verdadero,matematicas,generador_masivo
(146 + 79) × 32 = 7200,verdadero,matematicas,variaciones_matematicas
93 + 36 = 133,falso,matematicas,variaciones_matematicas
31 ÷ 45 = 0,verdadero,matematicas,generador_masivo
38 + 5 = 43,verdadero,matematicas,variaciones_matematicas
Docker permite contenerización,falso,tecnologia,generador_masivo
1 × 37 = 45,falso,matematicas,generador_masivo
(93 + 41) × 4 = 536,verdadero,matematicas,variaciones_matematicas
El corazón humano late 60-100 vecno es por minuto,falso,ciencia,generador_masivo
179² = 32061,falso,matematicas,variaciones_matematicas
